Roll No,Rank,Original_Category,Original_Category_Normalized,Assigned,Assigned_Post,Assigned_Category,Assigned_SubCategory,Assigned_Against
1109668,1517,MB,MBC,False,,,,
1103201,1518,"ST,RG","ST,RG",False,,,,
1103349,1519,SC,SC,True,POST-17,SC,GE,Vertical
1118872,1520,"ST,WE","ST,WE",True,POST-23,ST,"GE, WE",Vertical
1108262,1521,"GE,WE","GE,WE",False,,,,
1114908,1522,"BC,RG","OBC,RG",False,,,,
1109635,1523,BC,OBC,False,,,,
1106186,1524,BC,OBC,False,,,,
1113577,1525,"GE,RG","GE,RG",False,,,,
1103419,1526,"ST,WE,RG","ST,WE,RG",True,POST-33,ST,"GE, WE",Vertical
1103041,1527,"BC,WE","OBC,WE",False,,,,
1110963,1528,ST,ST,False,,,,
1102151,1529,"BC,WE","OBC,WE",False,,,,
1109495,1530,"SC,RG","SC,RG",True,POST-17,SC,GE,Vertical
1114930,1531,"BC,EX","OBC,EX",True,POST-17,UR,EX,UR
1112110,1532,"SC,WE,RG","SC,WE,RG",True,POST-12,SC,"GE, WE",Vertical
1117865,1533,SC,SC,True,POST-17,SC,GE,Vertical
1100191,1534,BC,OBC,False,,,,
1108416,1535,SC,SC,True,POST-17,SC,GE,Vertical
1100006,1536,"BC,RG","OBC,RG",False,,,,
1108410,1537,"GE,WE,LV,RG","GE,WE,LV,RG",False,,,,
1109047,1538,MB,MBC,False,,,,
1109356,1539,"EWS,WE","EWS,WE",False,,,,
1106351,1540,"BC,EX","OBC,EX",True,POST-17,OBC,EX,Vertical
1111289,1541,"SC,EX","SC,EX",True,POST-3,SC,EX,Vertical
1103941,1542,"GE,WE,DV","GE,WE,DV",True,POST-19,UR,DV,UR
1109453,1543,"EWS,EX","EWS,EX",True,POST-17,EWS,EX,Vertical
1100764,1544,BC,OBC,False,,,,
1113082,1545,MB,MBC,False,,,,
1110962,1546,ST,ST,False,,,,
1101630,1547,"SC,RG","SC,RG",True,POST-17,SC,GE,Vertical
1111077,1548,SC,SC,True,POST-17,SC,GE,Vertical
1101092,1549,"BC,RG","OBC,RG",False,,,,
1116222,1550,SC,SC,True,POST-19,SC,GE,Vertical
1106945,1551,ST,ST,False,,,,
1108883,1552,"BC,ME,RG","OBC,ME,RG",False,,,,
1110973,1553,"EWS,WE","EWS,WE",False,,,,
1105537,1554,"SC,NG,RG","SC,NG,RG",True,POST-19,SC,GE,Vertical
1114897,1555,"BC,NG","OBC,NG",False,,,,
1107784,1556,BC,OBC,False,,,,
1120181,1557,GE,GE,False,,,,
1103771,1558,"ST,ME","ST,ME",False,,,,
1100946,1559,BC,OBC,False,,,,
1107401,1560,BC,OBC,False,,,,
1101402,1561,"BC,RG","OBC,RG",False,,,,
1117127,1562,"BC,RG","OBC,RG",False,,,,
1100139,1563,"ST,RG","ST,RG",False,,,,
1111477,1564,"BC,DC,ME","OBC,DC,ME",False,,,,
1105527,1565,"MB,WE","MBC,WE",False,,,,
1105957,1566,SC,SC,True,POST-19,SC,GE,Vertical
1111892,1567,"BC,ME,RG","OBC,ME,RG",False,,,,
1102561,1568,ST,ST,False,,,,
1101214,1569,BC,OBC,False,,,,
1116233,1570,SC,SC,True,POST-19,SC,GE,Vertical
1115592,1571,BC,OBC,False,,,,
1100737,1572,"BC,WE","OBC,WE",False,,,,
1104185,1573,"MB,WE","MBC,WE",False,,,,
1117733,1574,BC,OBC,False,,,,
1111932,1575,"ST,WE","ST,WE",False,,,,
1103199,1576,"BC,WE","OBC,WE",False,,,,
1102002,1577,SC,SC,True,POST-19,SC,GE,Vertical
1117211,1578,"GE,WE","GE,WE",False,,,,
1111497,1579,ST,ST,False,,,,
1100224,1580,"ST,LD,NG,RG","ST,LD,NG,RG",False,,,,
1100763,1581,"BC,EX","OBC,EX",True,POST-17,OBC,EX,Vertical
1106213,1582,ST,ST,False,,,,
1112838,1583,GE,GE,False,,,,
1112197,1584,"ST,WE","ST,WE",False,,,,
1105785,1585,BC,OBC,False,,,,
1105665,1586,"ST,RG","ST,RG",False,,,,
1118832,1587,"GE,WE","GE,WE",False,,,,
1102035,1588,"MB,RG","MBC,RG",False,,,,
1113029,1589,ST,ST,False,,,,
1108501,1590,ST,ST,False,,,,
1112549,1591,"BC,WE,RG","OBC,WE,RG",False,,,,
1120003,1592,BC,OBC,False,,,,
1113946,1593,"BC,WE","OBC,WE",False,,,,
1100280,1594,"BC,WE,RG","OBC,WE,RG",False,,,,
1119859,1595,"GE,RG,TSP-UR","GE,RG,TSP-UR",False,,,,
1108442,1596,ST,ST,False,,,,
1108295,1597,"ST,WE","ST,WE",False,,,,
1105496,1598,"GE,WE","GE,WE",False,,,,
1106465,1599,ST,ST,False,,,,
1100622,1600,"SC,WE","SC,WE",True,POST-13,SC,"GE, WE",Vertical
1116236,1601,"BC,LD","OBC,LD",False,,,,
1118894,1602,GE,GE,False,,,,
1114941,1603,"BC,WE","OBC,WE",False,,,,
1102552,1604,SC,SC,True,POST-19,SC,GE,Vertical
1117368,1605,"GE,WE","GE,WE",False,,,,
1113177,1606,"BC,EX","OBC,EX",True,POST-17,OBC,EX,Vertical
1105343,1607,"BC,RG","OBC,RG",False,,,,
1101545,1608,"BC,LD","OBC,LD",False,,,,
1112090,1609,"ST,RG","ST,RG",False,,,,
1103226,1610,"ST,WE","ST,WE",False,,,,
1111302,1611,ST,ST,False,,,,
1103421,1612,"SC,WE","SC,WE",True,POST-17,SC,"GE, WE",Vertical
1120127,1613,ST,ST,False,,,,
1100196,1614,"SC,DC,ME","SC,DC,ME",True,POST-19,SC,GE,Vertical
1110513,1615,"GE,EX","GE,EX",True,POST-19,UR,EX,UR
1104666,1616,SC,SC,True,POST-19,SC,GE,Vertical
1101501,1617,"BC,LD,RG","OBC,LD,RG",False,,,,
1105547,1618,"GE,WE","GE,WE",False,,,,
1116383,1619,BC,OBC,False,,,,
1101339,1620,"BC,WE,DV,RG","OBC,WE,DV,RG",True,POST-25,UR,DV,UR
1105236,1621,"MB,ME,NG,RG","MBC,ME,NG,RG",False,,,,
1107799,1622,"SC,WE","SC,WE",True,POST-17,SC,"GE, WE",Vertical
1106951,1623,SC,SC,True,POST-19,SC,GE,Vertical
1107069,1624,"BC,WE","OBC,WE",False,,,,
1100496,1625,"SC,WE","SC,WE",True,POST-17,SC,"GE, WE",Vertical
1106349,1626,"BC,WE","OBC,WE",False,,,,
1117148,1627,"BC,WE","OBC,WE",False,,,,
1100386,1628,"MB,ME,RG","MBC,ME,RG",False,,,,
1113206,1629,"GE,EX","GE,EX",True,POST-19,UR,EX,UR
1117482,1630,"SC,NG","SC,NG",True,POST-19,SC,GE,Vertical
1104243,1631,"BC,WE","OBC,WE",False,,,,
1116701,1632,"GE,DC,ME,NG,RG","GE,DC,ME,NG,RG",False,,,,
1113353,1633,"BC,DC,ME","OBC,DC,ME",False,,,,
1105473,1634,"GE,EX","GE,EX",True,POST-19,UR,EX,UR
1104002,1635,"SC,NG,RG","SC,NG,RG",True,POST-19,SC,GE,Vertical
1109006,1636,ST,ST,False,,,,
1115137,1637,"BC,RG","OBC,RG",False,,,,
1107395,1638,"ST,NG","ST,NG",False,,,,
1100514,1639,"MB,NG,RG","MBC,NG,RG",False,,,,
1114618,1640,"SC,NG","SC,NG",True,POST-22,SC,GE,Vertical
1104117,1641,SC,SC,True,POST-23,SC,GE,Vertical
1115073,1642,"SC,WE","SC,WE",True,POST-17,SC,"GE, WE",Vertical
1115088,1643,"BC,WE,DV","OBC,WE,DV",False,,,,
1110666,1644,"BC,EX","OBC,EX",True,POST-19,UR,EX,UR
1109278,1645,SC,SC,True,POST-23,SC,GE,Vertical
1100977,1646,SC,SC,True,POST-23,SC,GE,Vertical
1114852,1647,"SC,RG","SC,RG",True,POST-23,SC,GE,Vertical
1101779,1648,"BC,EX","OBC,EX",True,POST-19,OBC,EX,Vertical
1104146,1649,"EWS,WE,RG","EWS,WE,RG",False,,,,
1103052,1650,"SC,EX","SC,EX",True,POST-17,SC,EX,Vertical
1106062,1651,"MB,WE","MBC,WE",False,,,,
1105757,1652,"BC,WE","OBC,WE",False,,,,
1117357,1653,"SC,WE","SC,WE",True,POST-17,SC,"GE, WE",Vertical
1107621,1654,"BC,EX","OBC,EX",True,POST-19,OBC,EX,Vertical
1105918,1655,ST,ST,False,,,,
1108887,1656,SC,SC,True,POST-23,SC,GE,Vertical
1120204,1657,"GE,RG,TSP-UR","GE,RG,TSP-UR",False,,,,
1109248,1658,"SC,WE,NG,RG","SC,WE,NG,RG",True,POST-19,SC,"GE, WE",Vertical
1104134,1659,BC,OBC,False,,,,
1118788,1660,SC,SC,True,POST-23,SC,GE,Vertical
1113781,1661,"BC,EX","OBC,EX",True,POST-25,UR,EX,UR
1107011,1662,"SC,WE","SC,WE",True,POST-19,SC,"GE, WE",Vertical
1101054,1663,"ST,WE","ST,WE",False,,,,
1100662,1664,"GE,EX","GE,EX",True,POST-25,UR,EX,UR
1106923,1665,"GE,EX","GE,EX",True,POST-25,UR,EX,UR
1103462,1666,"BC,EX","OBC,EX",True,POST-25,OBC,EX,Vertical
1111006,1667,ST,ST,False,,,,
1111478,1668,SC,SC,True,POST-23,SC,GE,Vertical
1101766,1669,"GE,WE,DV,NG,RG","GE,WE,DV,NG,RG",False,,,,
1101095,1670,"GE,LV","GE,LV",False,,,,
1101219,1671,SC,SC,True,POST-25,SC,GE,Vertical
1114695,1672,SC,SC,True,POST-25,SC,GE,Vertical
1120023,1673,"GE,WE,TSP-UR","GE,WE,TSP-UR",False,,,,
1112242,1674,"SC,NG","SC,NG",True,POST-26,SC,GE,Vertical
1101320,1675,"MB,WE","MBC,WE",False,,,,
1109282,1676,SC,SC,True,POST-28,SC,GE,Vertical
1109015,1677,"BC,WE","OBC,WE",False,,,,
1105744,1678,SC,SC,True,POST-30,SC,GE,Vertical
1109055,1679,"SC,WE","SC,WE",True,POST-19,SC,"GE, WE",Vertical
1104194,1680,"BC,WE,DV","OBC,WE,DV",False,,,,
1100519,1681,"ST,RG","ST,RG",False,,,,
1103063,1682,"BC,WE,DV","OBC,WE,DV",False,,,,
1102116,1683,SC,SC,True,POST-32,SC,GE,Vertical
1110165,1684,SC,SC,True,POST-33,SC,GE,Vertical
1112807,1685,"BC,WE,DV,NG,RG","OBC,WE,DV,NG,RG",False,,,,
1105011,1686,"BC,EX","OBC,EX",False,,,,
1106081,1687,"GE,EX","GE,EX",False,,,,
1120480,1688,"GE,RG,TSP-UR","GE,RG,TSP-UR",False,,,,
1105493,1689,"ST,RG","ST,RG",False,,,,
1107891,1690,"GE,WE,WD","GE,WE,WD",True,POST-2,UR,WD,UR
1106812,1691,ST,ST,False,,,,
1110720,1692,SC,SC,True,POST-33,SC,GE,Vertical
1112958,1693,"SC,WE","SC,WE",True,POST-19,SC,"GE, WE",Vertical
1104239,1694,"SC,WE","SC,WE",True,POST-19,SC,"GE, WE",Vertical
1114761,1695,SC,SC,True,POST-33,SC,GE,Vertical
1120045,1696,SC,SC,False,,,,
1109399,1697,ST,ST,False,,,,
1110723,1698,"EWS,EX","EWS,EX",True,POST-17,EWS,EX,Vertical
1106794,1699,SC,SC,False,,,,
1101652,1700,"SC,WE","SC,WE",True,POST-23,SC,"GE, WE",Vertical
1118272,1701,"TSP-ST,NG,RG","TSP-ST,NG,RG",False,,,,
1112769,1702,"BC,EX","OBC,EX",False,,,,
1111738,1703,"ST,WE","ST,WE",False,,,,
1104035,1704,"BC,EX","OBC,EX",False,,,,
1113898,1705,ST,ST,False,,,,
1115087,1706,SC,SC,False,,,,
1120022,1707,"BC,TSP-UR","OBC,TSP-UR",False,,,,
1105228,1708,SC,SC,False,,,,
1102199,1709,SC,SC,False,,,,
1102356,1710,"SC,RG","SC,RG",False,,,,
1100958,1711,"SC,RG","SC,RG",False,,,,
1105560,1712,"BC,WE,DV,RG","OBC,WE,DV,RG",False,,,,
1108670,1713,"ST,NG,RG","ST,NG,RG",False,,,,
1109737,1714,SC,SC,False,,,,
1115740,1715,"BC,EX","OBC,EX",False,,,,
1111826,1716,"GE,WE,WD","GE,WE,WD",True,POST-2,UR,WD,UR
1109279,1717,ST,ST,False,,,,
1103038,1718,SC,SC,False,,,,
1112217,1719,"ST,WE","ST,WE",False,,,,
1100657,1720,"SC,WE","SC,WE",True,POST-23,SC,"GE, WE",Vertical
1100969,1721,SC,SC,False,,,,
1101030,1722,SC,SC,False,,,,
1109362,1723,SC,SC,False,,,,
1109832,1724,SC,SC,False,,,,
1114763,1725,"GE,LD","GE,LD",False,,,,
1105111,1726,"BC,EX","OBC,EX",False,,,,
1103289,1727,"EWS,WE,DC,ME,RG","EWS,WE,DC,ME,RG",False,,,,
1100105,1728,"GE,EX","GE,EX",False,,,,
1111914,1729,"BC,EX","OBC,EX",False,,,,
1105928,1730,"ST,WE","ST,WE",False,,,,
1100665,1731,SC,SC,False,,,,
1108924,1732,ST,ST,False,,,,
1117946,1733,"BC,WE,DV","OBC,WE,DV",False,,,,
1108986,1734,"BC,LD,RG","OBC,LD,RG",False,,,,
1108164,1735,"SC,WE,RG","SC,WE,RG",True,POST-25,SC,"GE, WE",Vertical
1100245,1736,SC,SC,False,,,,
1108123,1737,ST,ST,False,,,,
1115620,1738,"SC,RG","SC,RG",False,,,,
1120254,1739,TSP-ST,TSP-ST,False,,,,
1103573,1740,"SC,WE","SC,WE",True,POST-28,SC,"GE, WE",Vertical
1101717,1741,SC,SC,False,,,,
1100080,1742,"SC,WE","SC,WE",True,POST-30,SC,"GE, WE",Vertical
1112779,1743,"GE,LD","GE,LD",False,,,,
1109468,1744,"GE,WE,DV,RG","GE,WE,DV,RG",False,,,,
1104492,1745,"ST,WE,RG","ST,WE,RG",False,,,,
1118560,1746,"ST,WE,DV","ST,WE,DV",False,,,,
1120217,1747,"TSP-ST,WE","TSP-ST,WE",False,,,,
1107489,1748,"BC,EX","OBC,EX",False,,,,
1104549,1749,"BC,EX","OBC,EX",False,,,,
1113962,1750,"GE,EX","GE,EX",False,,,,
1103624,1751,SC,SC,False,,,,
1109027,1752,"SC,RG","SC,RG",False,,,,
1100580,1753,"EWS,EX","EWS,EX",True,POST-19,EWS,EX,Vertical
1103171,1754,"SC,NG,RG","SC,NG,RG",False,,,,
1112752,1755,"SC,WE","SC,WE",True,POST-32,SC,"GE, WE",Vertical
1108156,1756,"SC,WE","SC,WE",True,POST-33,SC,"GE, WE",Vertical
1115758,1757,"SC,LV","SC,LV",False,,,,
1109478,1758,"EWS,EX","EWS,EX",False,,,,
1110822,1759,SC,SC,False,,,,
1118734,1760,"BC,SP","OBC,SP",False,,,,
1101677,1761,"GE,EX","GE,EX",False,,,,
1112657,1762,"BC,EX","OBC,EX",False,,,,
1105892,1763,"GE,EX","GE,EX",False,,,,
1108244,1764,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1100173,1765,SC,SC,False,,,,
1103292,1766,"ST,WE","ST,WE",False,,,,
1113815,1767,"SC,WE,ME,RG","SC,WE,ME,RG",False,,,,
1105931,1768,"BC,EX","OBC,EX",False,,,,
1108766,1769,SC,SC,False,,,,
1114505,1770,SC,SC,False,,,,
1116220,1771,SC,SC,False,,,,
1115155,1772,"GE,WE,DV,RG","GE,WE,DV,RG",False,,,,
1105747,1773,"GE,WE,WD","GE,WE,WD",True,POST-3,UR,WD,UR
1105714,1774,"ST,RG","ST,RG",False,,,,
1113042,1775,SC,SC,False,,,,
1100578,1776,"SC,RG","SC,RG",False,,,,
1109714,1777,"BC,WE,SP","OBC,WE,SP",False,,,,
1101710,1778,"BC,WE,DV","OBC,WE,DV",False,,,,
1115708,1779,SC,SC,False,,,,
1117252,1780,"SC,NG,RG","SC,NG,RG",False,,,,
1108376,1781,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1117939,1782,SC,SC,False,,,,
1115435,1783,"BC,EX","OBC,EX",False,,,,
1100645,1784,"BC,LD","OBC,LD",False,,,,
1105791,1785,"BC,WE,DV,NG,RG","OBC,WE,DV,NG,RG",False,,,,
1100916,1786,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-1,OBC,WD,Vertical
1109260,1787,SC,SC,False,,,,
1117036,1788,SC,SC,False,,,,
1112590,1789,SC,SC,False,,,,
1116548,1790,SC,SC,False,,,,
1108504,1791,"BC,WE,DV","OBC,WE,DV",False,,,,
1104443,1792,"SC,WE","SC,WE",False,,,,
1105034,1793,"BC,DC,ME,NG,RG","OBC,DC,ME,NG,RG",False,,,,
1100572,1794,SC,SC,False,,,,
1104221,1795,"SC,WE,NG,RG","SC,WE,NG,RG",False,,,,
1100446,1796,SC,SC,False,,,,
1109647,1797,"BC,LD","OBC,LD",False,,,,
1119338,1798,"ST,WE,WD,RG","ST,WE,WD,RG",True,POST-3,UR,WD,UR
1101505,1799,"BC,WE,WD,NG,RG","OBC,WE,WD,NG,RG",True,POST-1,OBC,WD,Vertical
1113242,1800,SC,SC,False,,,,
1106955,1801,"BC,EX","OBC,EX",False,,,,
1106563,1802,"BC,WE,LD","OBC,WE,LD",False,,,,
1107539,1803,"SC,EX","SC,EX",True,POST-17,SC,EX,Vertical
1105382,1804,"BC,EX","OBC,EX",False,,,,
1107783,1805,SC,SC,False,,,,
1101226,1806,"BC,WE,DV","OBC,WE,DV",False,,,,
1106475,1807,"BC,EX","OBC,EX",False,,,,
1120154,1808,SC,SC,False,,,,
1101527,1809,"BC,EX","OBC,EX",False,,,,
1118616,1810,"GE,WE,WD","GE,WE,WD",True,POST-3,UR,WD,UR
1100155,1811,"GE,DC,ME,RG","GE,DC,ME,RG",False,,,,
1105040,1812,"BC,WE,DV,NG,RG","OBC,WE,DV,NG,RG",False,,,,
1109508,1813,"BC,WE,DV","OBC,WE,DV",False,,,,
1116861,1814,SC,SC,False,,,,
1103706,1815,"EWS,DC,ME,RG","EWS,DC,ME,RG",False,,,,
1100774,1816,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-2,OBC,WD,Vertical
1109560,1817,SC,SC,False,,,,
1102078,1818,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1107558,1819,SC,SC,False,,,,
1108821,1820,"SC,RG","SC,RG",False,,,,
1103671,1821,"BC,EX","OBC,EX",False,,,,
1119318,1822,"MB,EX","MBC,EX",True,POST-17,MBC,EX,Vertical
1105132,1823,SC,SC,False,,,,
1100497,1824,"SC,WE,RG","SC,WE,RG",False,,,,
1107150,1825,"GE,WE,WD","GE,WE,WD",True,POST-3,UR,WD,UR
1101088,1826,SC,SC,False,,,,
1112100,1827,"BC,EX","OBC,EX",False,,,,
1111273,1828,"GE,EX","GE,EX",False,,,,
1110364,1829,"SC,RG","SC,RG",False,,,,
1113264,1830,"BC,WE,DV","OBC,WE,DV",False,,,,
1102095,1831,"BC,BL","OBC,BL",False,,,,
1103751,1832,"EWS,WE,DC,ME,RG","EWS,WE,DC,ME,RG",False,,,,
1105691,1833,"EWS,DC,ME","EWS,DC,ME",False,,,,
1101266,1834,"SC,WE","SC,WE",False,,,,
1105603,1835,"BC,EX","OBC,EX",False,,,,
1101405,1836,"EWS,WE,DV","EWS,WE,DV",False,,,,
1105996,1837,SC,SC,False,,,,
1106500,1838,"BC,EX","OBC,EX",False,,,,
1103567,1839,"SC,RG","SC,RG",False,,,,
1110637,1840,SC,SC,False,,,,
1105738,1841,"BC,WE,WD","OBC,WE,WD",True,POST-3,OBC,WD,Vertical
1110779,1842,SC,SC,False,,,,
1118053,1843,SC,SC,False,,,,
1105787,1844,"BC,WE,DV,RG","OBC,WE,DV,RG",False,,,,
1101907,1845,"EWS,DC,ME,NG,RG","EWS,DC,ME,NG,RG",False,,,,
1108238,1846,SC,SC,False,,,,
1103425,1847,"BC,LV","OBC,LV",False,,,,
1114794,1848,"BC,WE,DV","OBC,WE,DV",False,,,,
1101173,1849,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-3,OBC,WD,Vertical
1101768,1850,"SC,WE,RG","SC,WE,RG",False,,,,
1101473,1851,"BC,WE,DV","OBC,WE,DV",False,,,,
1118071,1852,SC,SC,False,,,,
1103085,1853,"GE,LV","GE,LV",False,,,,
1107053,1854,"BC,DC,ME,NG,RG","OBC,DC,ME,NG,RG",False,,,,
1114881,1855,"SC,WE","SC,WE",False,,,,
1120271,1856,TSP-ST,TSP-ST,False,,,,
1118343,1857,"BC,EX","OBC,EX",False,,,,
1104189,1858,"SC,WE","SC,WE",False,,,,
1113310,1859,"ST,WE,DC,ME,RG","ST,WE,DC,ME,RG",False,,,,
1107372,1860,"BC,WE,DV,RG","OBC,WE,DV,RG",False,,,,
1106282,1861,SC,SC,False,,,,
1109240,1862,"ST,EX","ST,EX",True,POST-17,ST,EX,Vertical
1108918,1863,"BC,WE,LD","OBC,WE,LD",False,,,,
1104601,1864,"GE,WE,WD","GE,WE,WD",True,POST-4,UR,WD,UR
1100513,1865,"GE,LV","GE,LV",False,,,,
1120408,1866,"TSP-ST,RG","TSP-ST,RG",False,,,,
1105697,1867,"GE,WE,WD,RG","GE,WE,WD,RG",True,POST-4,UR,WD,UR
1107279,1868,"EWS,WE,DC,ME,RG","EWS,WE,DC,ME,RG",False,,,,
1101426,1869,"BC,EX","OBC,EX",False,,,,
1108949,1870,"GE,WE,WD","GE,WE,WD",True,POST-9,UR,WD,UR
1105370,1871,"BC,EX","OBC,EX",False,,,,
1106402,1872,"BC,DC,ME","OBC,DC,ME",False,,,,
1105919,1873,"MB,DC,ME,RG","MBC,DC,ME,RG",False,,,,
1114983,1874,"BC,EX","OBC,EX",False,,,,
1113600,1875,"GE,EX","GE,EX",False,,,,
1112879,1876,"ST,LV","ST,LV",False,,,,
1109936,1877,"GE,WE,WD","GE,WE,WD",True,POST-9,UR,WD,UR
1100489,1878,"SC,WE,DV","SC,WE,DV",True,POST-1,SC,DV,Vertical
1102502,1879,"SC,WE,DV","SC,WE,DV",True,POST-17,SC,DV,Vertical
1119531,1880,"MB,DC,ME,RG","MBC,DC,ME,RG",False,,,,
1119609,1881,"TSP-ST,WE,RG","TSP-ST,WE,RG",False,,,,
1100090,1882,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-4,OBC,WD,Vertical
1109591,1883,"EWS,DC,ME,RG","EWS,DC,ME,RG",False,,,,
1115483,1884,"BC,DC,ME","OBC,DC,ME",False,,,,
1100782,1885,"GE,DC,ME,NG","GE,DC,ME,NG",False,,,,
1103773,1886,"BC,EX","OBC,EX",False,,,,
1102371,1887,"EWS,DC,ME","EWS,DC,ME",False,,,,
1106191,1888,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-9,OBC,WD,Vertical
1102167,1889,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-12,UR,WD,UR
1119210,1890,"GE,WE,WD,RG","GE,WE,WD,RG",True,POST-12,UR,WD,UR
1119755,1891,"TSP-ST,RG","TSP-ST,RG",False,,,,
1112989,1892,"BC,LV","OBC,LV",False,,,,
1109630,1893,"BC,LD","OBC,LD",False,,,,
1112302,1894,"BC,WE,WD","OBC,WE,WD",True,POST-12,OBC,WD,Vertical
1111101,1895,"BC,WE,LV","OBC,WE,LV",False,,,,
1109243,1896,"BC,WE,WD","OBC,WE,WD",True,POST-17,UR,WD,UR
1120117,1897,"TSP-ST,RG","TSP-ST,RG",False,,,,
1119767,1898,TSP-ST,TSP-ST,False,,,,
1107587,1899,"SC,EX","SC,EX",True,POST-17,SC,EX,Vertical
1106618,1900,"GE,WE,DV","GE,WE,DV",False,,,,
1113982,1901,"GE,WE,WD,RG","GE,WE,WD,RG",True,POST-17,UR,WD,UR
1101241,1902,"SC,DC,ME,RG","SC,DC,ME,RG",False,,,,
1104567,1903,"GE,DC,ME","GE,DC,ME",False,,,,
1102154,1904,"BC,WE,DC,ME,RG","OBC,WE,DC,ME,RG",False,,,,
1100025,1905,"BC,WE,DV,RG","OBC,WE,DV,RG",False,,,,
1115325,1906,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1104869,1907,"BC,WE,DV","OBC,WE,DV",False,,,,
1113269,1908,"GE,WE,LD","GE,WE,LD",False,,,,
1118227,1909,"BC,DC,ME","OBC,DC,ME",False,,,,
1111411,1910,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-17,UR,WD,UR
1108132,1911,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1113141,1912,"BC,WE,LV","OBC,WE,LV",False,,,,
1108527,1913,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-17,UR,WD,UR
1118506,1914,"GE,WE,WD","GE,WE,WD",True,POST-17,UR,WD,UR
1109261,1915,"BC,LV,RG","OBC,LV,RG",False,,,,
1112277,1916,"ST,DC,ME","ST,DC,ME",False,,,,
1101640,1917,"BC,WE,WD","OBC,WE,WD",True,POST-17,UR,WD,UR
1105863,1918,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1103491,1919,"BC,WE,WD,NG,RG","OBC,WE,WD,NG,RG",True,POST-17,UR,WD,UR
1111690,1920,"GE,DC,ME","GE,DC,ME",False,,,,
1100603,1921,"GE,DC,ME,RG","GE,DC,ME,RG",False,,,,
1116883,1922,"BC,DC,ME","OBC,DC,ME",False,,,,
1100771,1923,"SC,WE,DV,RG","SC,WE,DV,RG",False,,,,
1107215,1924,"SC,DC,ME","SC,DC,ME",False,,,,
1108359,1925,"MB,DC,ME,RG","MBC,DC,ME,RG",False,,,,
1109954,1926,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-17,OBC,WD,Vertical
1120099,1927,TSP-ST,TSP-ST,False,,,,
1103742,1928,"SC,DC,ME,RG","SC,DC,ME,RG",False,,,,
1103922,1929,"BC,WE,WD","OBC,WE,WD",True,POST-17,OBC,WD,Vertical
1101086,1930,"BC,WE,WD,NG,RG","OBC,WE,WD,NG,RG",True,POST-19,UR,WD,UR
1106107,1931,"BC,LV","OBC,LV",False,,,,
1107633,1932,"BC,DC,ME","OBC,DC,ME",False,,,,
1119537,1933,"EWS,DC,ME","EWS,DC,ME",False,,,,
1102011,1934,"BC,WE,WD","OBC,WE,WD",True,POST-19,UR,WD,UR
1113245,1935,"ST,DC","ST,DC",False,,,,
1105688,1936,"BC,WE,WD,ME,NG,RG","OBC,WE,WD,ME,NG,RG",True,POST-19,UR,WD,UR
1100885,1937,"GE,WE,WD","GE,WE,WD",True,POST-25,UR,WD,UR
1116758,1938,"BC,LD","OBC,LD",False,,,,
1108272,1939,"GE,WE,WD","GE,WE,WD",True,POST-25,UR,WD,UR
1103039,1940,"EWS,DC,ME","EWS,DC,ME",False,,,,
1105711,1941,"MB,EX,RG","MBC,EX,RG",False,,,,
1110677,1942,"SC,EX","SC,EX",True,POST-19,SC,EX,Vertical
1100867,1943,"GE,BL,RG","GE,BL,RG",False,,,,
1103737,1944,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1114738,1945,"BC,WE,WD,NG,RG","OBC,WE,WD,NG,RG",True,POST-19,OBC,WD,Vertical
1113006,1946,"ST,WE,LV","ST,WE,LV",False,,,,
1118637,1947,"GE,WE,WD,RG","GE,WE,WD,RG",True,POST-30,UR,WD,UR
1118917,1948,"GE,WE,BL","GE,WE,BL",False,,,,
1100834,1949,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-19,OBC,WD,Vertical
1114638,1950,"BC,WE,WD","OBC,WE,WD",True,POST-25,OBC,WD,Vertical
1110425,1951,"EWS,WE,WD","EWS,WE,WD",True,POST-1,EWS,WD,Vertical
1104912,1952,"BC,WE,WD,RG","OBC,WE,WD,RG",True,POST-33,UR,WD,UR
1104568,1953,"BC,DC,ME,RG","OBC,DC,ME,RG",False,,,,
1112084,1954,"GE,WE,WD,RG","GE,WE,WD,RG",False,,,,
1120338,1955,TSP-ST,TSP-ST,False,,,,
