Roll No,Rank,Original_Category,Original_Category_Normalized,Assigned,Assigned_Post,Assigned_Category,Assigned_SubCategory,Assigned_Against
1101713,1,"BC,NG,RG","OBC,NG,RG",True,POST-1,UR,GE,UR
1100141,2,"GE,WE,NG,RG","GE,WE,NG,RG",True,POST-1,UR,GE,UR
1100217,3,"BC,RG","OBC,RG",True,POST-1,UR,GE,UR
1107777,4,GE,GE,True,POST-1,UR,GE,UR
1100722,5,"BC,RG","OBC,RG",True,POST-1,UR,GE,UR
1103935,6,"BC,WE,RG","OBC,WE,RG",True,POST-1,UR,GE,UR
1100038,7,"BC,NG,RG","OBC,NG,RG",True,POST-1,UR,GE,UR
1104648,8,BC,OBC,True,POST-1,UR,GE,UR
1102391,9,"BC,NG,RG","OBC,NG,RG",True,POST-1,UR,GE,UR
1107457,10,"BC,ME","OBC,ME",True,POST-1,UR,GE,UR
1100429,11,BC,OBC,True,POST-1,UR,GE,UR
1100039,12,BC,OBC,True,POST-1,UR,GE,UR
1101397,13,BC,OBC,True,POST-1,UR,GE,UR
1101607,14,BC,OBC,True,POST-1,UR,GE,UR
1100597,15,"SC,WE","SC,WE",True,POST-1,UR,GE,UR
1101109,16,"BC,WE","OBC,WE",True,POST-1,UR,GE,UR
1111864,17,GE,GE,True,POST-1,UR,GE,UR
1101563,18,"SC,RG","SC,RG",True,POST-1,UR,GE,UR
1109545,19,BC,OBC,True,POST-1,UR,GE,UR
1100015,20,EWS,EWS,True,POST-1,UR,GE,UR
1101261,21,"EWS,WE","EWS,WE",True,POST-1,UR,GE,UR
1100626,22,"BC,NG,RG","OBC,NG,RG",True,POST-1,UR,GE,UR
1104107,23,BC,OBC,True,POST-1,UR,GE,UR
1102569,24,"EWS,WE","EWS,WE",True,POST-1,UR,GE,UR
1110123,25,"BC,WE","OBC,WE",True,POST-1,UR,GE,UR
1120480,25,"GE,RG,TSP-UR","GE,RG,TSP-UR",True,POST-2,UR,GE,UR
1100779,26,"GE,WE","GE,WE",True,POST-1,UR,"GE, WE",UR
1106852,27,"BC,WE","OBC,WE",True,POST-1,UR,"GE, WE",UR
1102029,28,"GE,WE","GE,WE",True,POST-1,UR,"GE, WE",UR
1102054,29,"BC,WE","OBC,WE",True,POST-1,UR,"GE, WE",UR
1103089,30,BC,OBC,True,POST-1,OBC,GE,Vertical
1117539,31,BC,OBC,True,POST-1,OBC,GE,Vertical
1112633,32,EWS,EWS,True,POST-1,EWS,GE,Vertical
1100032,33,"BC,WE","OBC,WE",True,POST-1,UR,"GE, WE",UR
1102420,34,"GE,WE","GE,WE",True,POST-1,UR,"GE, WE",UR
1106226,35,ST,ST,True,POST-1,ST,GE,Vertical
1100388,36,BC,OBC,True,POST-1,OBC,GE,Vertical
1107278,37,ST,ST,True,POST-1,ST,GE,Vertical
1100871,38,BC,OBC,True,POST-1,OBC,GE,Vertical
1100369,39,"MB,NG,RG","MBC,NG,RG",True,POST-1,MBC,GE,Vertical
1108010,40,"BC,WE","OBC,WE",True,POST-1,UR,"GE, WE",UR
1117118,41,BC,OBC,True,POST-1,OBC,GE,Vertical
1106010,42,"BC,WE,RG","OBC,WE,RG",True,POST-1,UR,"GE, WE",UR
1100400,43,BC,OBC,True,POST-1,OBC,GE,Vertical
1100033,44,BC,OBC,True,POST-1,OBC,GE,Vertical
1100227,45,"BC,WE","OBC,WE",True,POST-1,OBC,GE,Vertical
1101885,46,BC,OBC,True,POST-1,OBC,GE,Vertical
1100012,47,"BC,ME,RG","OBC,ME,RG",True,POST-1,OBC,GE,Vertical
1101176,48,"GE,WE","GE,WE",True,POST-2,UR,GE,UR
1103196,49,MB,MBC,True,POST-1,MBC,GE,Vertical
1117610,50,"BC,NG,RG","OBC,NG,RG",True,POST-1,OBC,GE,Vertical
1105724,51,BC,OBC,True,POST-1,OBC,GE,Vertical
1102387,52,"BC,WE","OBC,WE",True,POST-1,OBC,"GE, WE",Vertical
1110067,53,"GE,WE","GE,WE",True,POST-2,UR,GE,UR
1100298,54,"BC,RG","OBC,RG",True,POST-2,UR,GE,UR
1101358,55,"BC,EX","OBC,EX",True,POST-1,UR,EX,UR
1101662,56,"GE,WE","GE,WE",True,POST-2,UR,GE,UR
1117787,57,"BC,RG","OBC,RG",True,POST-2,UR,GE,UR
1105120,58,BC,OBC,True,POST-2,UR,GE,UR
1118216,59,BC,OBC,True,POST-2,UR,GE,UR
1100668,60,BC,OBC,True,POST-2,UR,GE,UR
1103790,61,"ST,WE","ST,WE",True,POST-1,ST,GE,Vertical
1106278,62,GE,GE,True,POST-2,UR,GE,UR
1103747,63,"BC,RG","OBC,RG",True,POST-2,UR,GE,UR
1102572,64,"EWS,WE,RG","EWS,WE,RG",True,POST-1,EWS,GE,Vertical
1106334,65,EWS,EWS,True,POST-1,EWS,GE,Vertical
1117594,66,GE,GE,True,POST-2,UR,GE,UR
1115534,67,"BC,NG,RG","OBC,NG,RG",True,POST-2,UR,GE,UR
1103301,68,"BC,NG,RG","OBC,NG,RG",True,POST-2,UR,GE,UR
1103906,69,EWS,EWS,True,POST-1,EWS,GE,Vertical
1100433,70,"BC,WE","OBC,WE",True,POST-1,OBC,"GE, WE",Vertical
1100941,71,BC,OBC,True,POST-2,UR,GE,UR
1100243,72,"GE,ME,NG,RG","GE,ME,NG,RG",True,POST-2,UR,GE,UR
1105047,73,BC,OBC,True,POST-2,OBC,GE,Vertical
1100866,74,GE,GE,True,POST-3,UR,GE,UR
1115631,75,GE,GE,True,POST-3,UR,GE,UR
1100267,76,"GE,WE","GE,WE",True,POST-2,UR,"GE, WE",UR
1100189,77,BC,OBC,True,POST-2,OBC,GE,Vertical
1100547,78,EWS,EWS,True,POST-1,EWS,GE,Vertical
1103677,79,"EWS,RG","EWS,RG",True,POST-2,EWS,GE,Vertical
1101406,80,BC,OBC,True,POST-2,OBC,GE,Vertical
1103070,81,GE,GE,True,POST-3,UR,GE,UR
1105679,82,"ST,WE","ST,WE",True,POST-1,ST,GE,Vertical
1102512,83,"BC,WE","OBC,WE",True,POST-1,OBC,"GE, WE",Vertical
1101826,84,BC,OBC,True,POST-2,OBC,GE,Vertical
1112340,85,BC,OBC,True,POST-2,OBC,GE,Vertical
1104625,86,GE,GE,True,POST-3,UR,GE,UR
1102112,87,GE,GE,True,POST-3,UR,GE,UR
1113450,88,"GE,WE,DV","GE,WE,DV",True,POST-2,UR,"GE, WE",UR
1100051,89,"BC,WE,DV","OBC,WE,DV",True,POST-2,UR,"GE, WE",UR
1112267,90,GE,GE,True,POST-3,UR,GE,UR
1107802,91,"BC,RG","OBC,RG",True,POST-2,OBC,GE,Vertical
1102087,92,BC,OBC,True,POST-2,OBC,GE,Vertical
1106409,93,BC,OBC,True,POST-3,UR,GE,UR
1113852,94,BC,OBC,True,POST-3,UR,GE,UR
1100293,95,BC,OBC,True,POST-3,UR,GE,UR
1104109,96,"GE,WE","GE,WE",True,POST-2,UR,"GE, WE",UR
1108239,97,BC,OBC,True,POST-3,UR,GE,UR
1102461,98,BC,OBC,True,POST-3,UR,GE,UR
1118706,99,"ST,RG","ST,RG",True,POST-1,ST,GE,Vertical
1110928,100,"GE,WE","GE,WE",True,POST-3,UR,GE,UR
1100975,101,BC,OBC,True,POST-3,UR,GE,UR
1100252,102,BC,OBC,True,POST-3,UR,GE,UR
1103222,103,"BC,WE","OBC,WE",True,POST-2,OBC,"GE, WE",Vertical
1117512,104,BC,OBC,True,POST-3,UR,GE,UR
1115098,105,"GE,WE","GE,WE",True,POST-3,UR,GE,UR
1100403,106,"BC,NG,RG","OBC,NG,RG",True,POST-3,UR,GE,UR
1101235,107,GE,GE,True,POST-3,UR,GE,UR
1102172,108,"GE,WE,RG","GE,WE,RG",True,POST-3,UR,GE,UR
1116905,109,BC,OBC,True,POST-3,UR,GE,UR
1101702,110,MB,MBC,True,POST-2,MBC,GE,Vertical
1116413,111,EWS,EWS,True,POST-2,EWS,GE,Vertical
1104792,112,BC,OBC,True,POST-3,UR,GE,UR
1111982,113,"GE,WE","GE,WE",True,POST-3,UR,GE,UR
1100784,114,BC,OBC,True,POST-3,UR,GE,UR
1117229,115,GE,GE,True,POST-3,UR,GE,UR
1105293,116,BC,OBC,True,POST-3,UR,GE,UR
1112274,117,"BC,ME,RG","OBC,ME,RG",True,POST-3,UR,GE,UR
1110888,118,BC,OBC,True,POST-3,UR,GE,UR
1103220,119,"GE,WE","GE,WE",True,POST-3,UR,GE,UR
1105424,120,BC,OBC,True,POST-3,UR,GE,UR
1100789,121,"BC,WE","OBC,WE",True,POST-2,OBC,"GE, WE",Vertical
1103096,122,"GE,WE,RG","GE,WE,RG",True,POST-3,UR,GE,UR
1115807,123,"EWS,RG","EWS,RG",True,POST-2,EWS,GE,Vertical
1107732,124,"GE,WE,SP","GE,WE,SP",True,POST-3,UR,GE,UR
1104628,125,"GE,WE,NG,RG","GE,WE,NG,RG",True,POST-3,UR,GE,UR
1101141,126,"MB,ME,RG","MBC,ME,RG",True,POST-2,MBC,GE,Vertical
1110753,127,"BC,WE,RG","OBC,WE,RG",True,POST-3,UR,GE,UR
1105376,128,GE,GE,True,POST-4,UR,GE,UR
1104862,129,BC,OBC,True,POST-3,OBC,GE,Vertical
1107743,130,"BC,WE","OBC,WE",True,POST-3,UR,"GE, WE",UR
1100656,131,BC,OBC,True,POST-3,OBC,GE,Vertical
1100359,132,"BC,WE,NG,RG","OBC,WE,NG,RG",True,POST-3,UR,"GE, WE",UR
1106184,133,ST,ST,True,POST-1,ST,GE,Vertical
1100777,134,"EWS,WE,ME,RG","EWS,WE,ME,RG",True,POST-1,EWS,"GE, WE",Vertical
1108561,135,EWS,EWS,True,POST-2,EWS,GE,Vertical
1106615,136,BC,OBC,True,POST-3,OBC,GE,Vertical
1103984,137,"GE,NG,RG","GE,NG,RG",True,POST-4,UR,GE,UR
1108002,138,"BC,WE","OBC,WE",True,POST-3,UR,"GE, WE",UR
1103283,139,BC,OBC,True,POST-3,OBC,GE,Vertical
1106871,140,"EWS,NG,RG","EWS,NG,RG",True,POST-2,EWS,GE,Vertical
1101234,141,BC,OBC,True,POST-3,OBC,GE,Vertical
1111142,142,"SC,WE,RG","SC,WE,RG",True,POST-1,SC,GE,Vertical
1109214,143,SC,SC,True,POST-1,SC,GE,Vertical
1107473,144,"BC,WE","OBC,WE",True,POST-3,UR,"GE, WE",UR
1111584,145,"GE,WE,RG","GE,WE,RG",True,POST-3,UR,"GE, WE",UR
1117591,146,GE,GE,True,POST-4,UR,GE,UR
1107543,147,BC,OBC,True,POST-3,OBC,GE,Vertical
1110094,148,"BC,ME,RG","OBC,ME,RG",True,POST-3,OBC,GE,Vertical
1104262,149,"GE,WE","GE,WE",True,POST-3,UR,"GE, WE",UR
1113384,150,GE,GE,True,POST-4,UR,GE,UR
1100612,151,GE,GE,True,POST-4,UR,GE,UR
1104219,152,GE,GE,True,POST-4,UR,GE,UR
1104188,153,EWS,EWS,True,POST-3,EWS,GE,Vertical
1109257,154,"GE,WE","GE,WE",True,POST-3,UR,"GE, WE",UR
1107166,155,EWS,EWS,True,POST-3,EWS,GE,Vertical
1108618,156,GE,GE,True,POST-4,UR,GE,UR
1100998,157,"GE,WE,NG,RG","GE,WE,NG,RG",True,POST-3,UR,"GE, WE",UR
1100609,158,"BC,WE","OBC,WE",True,POST-3,UR,"GE, WE",UR
1108674,159,BC,OBC,True,POST-3,OBC,GE,Vertical
1107421,160,"MB,WE","MBC,WE",True,POST-1,MBC,"GE, WE",Vertical
1100404,161,"BC,NG,RG","OBC,NG,RG",True,POST-3,OBC,GE,Vertical
1105054,162,"BC,RG","OBC,RG",True,POST-3,OBC,GE,Vertical
1107058,163,"GE,RG","GE,RG",True,POST-4,UR,GE,UR
1111594,164,"BC,RG","OBC,RG",True,POST-3,OBC,GE,Vertical
1117295,165,BC,OBC,True,POST-3,OBC,GE,Vertical
1104877,166,"BC,WE","OBC,WE",True,POST-3,UR,"GE, WE",UR
1100864,167,"BC,ME,NG,RG","OBC,ME,NG,RG",True,POST-3,OBC,GE,Vertical
1105864,168,"MB,RG","MBC,RG",True,POST-3,MBC,GE,Vertical
1107753,169,"BC,RG","OBC,RG",True,POST-3,OBC,GE,Vertical
1114751,170,BC,OBC,True,POST-3,OBC,GE,Vertical
1112965,171,"BC,WE","OBC,WE",True,POST-3,OBC,GE,Vertical
1100536,172,"BC,RG","OBC,RG",True,POST-3,OBC,GE,Vertical
1107658,173,BC,OBC,True,POST-3,OBC,GE,Vertical
1100024,174,BC,OBC,True,POST-3,OBC,GE,Vertical
1101997,175,BC,OBC,True,POST-4,UR,GE,UR
1115372,176,GE,GE,True,POST-4,UR,GE,UR
1106045,177,"GE,WE,RG","GE,WE,RG",True,POST-4,UR,GE,UR
1101976,178,"BC,NG,RG","OBC,NG,RG",True,POST-4,UR,GE,UR
1113074,179,"BC,WE","OBC,WE",True,POST-3,OBC,"GE, WE",Vertical
1113272,180,"EWS,RG","EWS,RG",True,POST-3,EWS,GE,Vertical
1100984,181,"BC,NG,RG","OBC,NG,RG",True,POST-4,UR,GE,UR
1103894,182,"BC,RG","OBC,RG",True,POST-4,UR,GE,UR
1101753,183,BC,OBC,True,POST-4,OBC,GE,Vertical
1100803,184,"BC,EX","OBC,EX",True,POST-3,UR,EX,UR
1104565,185,"BC,RG","OBC,RG",True,POST-4,OBC,GE,Vertical
1106931,186,"BC,RG","OBC,RG",True,POST-4,OBC,GE,Vertical
1106515,187,BC,OBC,True,POST-4,OBC,GE,Vertical
1112961,188,"GE,WE,RG","GE,WE,RG",True,POST-4,UR,"GE, WE",UR
1103608,189,BC,OBC,True,POST-4,OBC,GE,Vertical
1103842,190,"EWS,NG,RG","EWS,NG,RG",True,POST-3,EWS,GE,Vertical
1119942,191,"BC,WE","OBC,WE",True,POST-3,OBC,"GE, WE",Vertical
1103541,192,"GE,WE","GE,WE",True,POST-4,UR,"GE, WE",UR
1108046,193,"BC,WE","OBC,WE",True,POST-3,OBC,"GE, WE",Vertical
1116728,194,BC,OBC,True,POST-4,OBC,GE,Vertical
1102320,195,"BC,WE,NG,RG","OBC,WE,NG,RG",True,POST-3,OBC,"GE, WE",Vertical
1105425,196,BC,OBC,True,POST-4,OBC,GE,Vertical
1109220,197,GE,GE,True,POST-5,UR,GE,UR
1102178,198,EWS,EWS,True,POST-3,EWS,GE,Vertical
1117361,199,"BC,RG","OBC,RG",True,POST-4,OBC,GE,Vertical
1116748,200,"BC,WE","OBC,WE",True,POST-3,OBC,"GE, WE",Vertical
1107963,201,BC,OBC,True,POST-6,UR,GE,UR
1100135,202,GE,GE,True,POST-6,UR,GE,UR
1112324,203,MB,MBC,True,POST-3,MBC,GE,Vertical
1105188,204,"BC,WE","OBC,WE",True,POST-4,UR,"GE, WE",UR
1102340,205,"SC,WE","SC,WE",True,POST-1,SC,GE,Vertical
1113514,206,"BC,WE","OBC,WE",True,POST-4,UR,"GE, WE",UR
1117716,207,"BC,RG","OBC,RG",True,POST-6,UR,GE,UR
1106040,208,"BC,NG,RG","OBC,NG,RG",True,POST-6,OBC,GE,Vertical
1117093,209,BC,OBC,True,POST-7,UR,GE,UR
1101078,210,GE,GE,True,POST-7,UR,GE,UR
1109846,211,ST,ST,True,POST-2,ST,GE,Vertical
1103913,212,MB,MBC,True,POST-3,MBC,GE,Vertical
1109229,213,"ST,RG","ST,RG",True,POST-2,ST,GE,Vertical
1102065,214,BC,OBC,True,POST-7,OBC,GE,Vertical
1110517,215,"BC,RG","OBC,RG",True,POST-7,OBC,GE,Vertical
1100680,216,BC,OBC,True,POST-7,OBC,GE,Vertical
1107022,217,"BC,WE","OBC,WE",True,POST-4,UR,"GE, WE",UR
1112774,218,"BC,WE","OBC,WE",True,POST-4,OBC,"GE, WE",Vertical
1106372,219,BC,OBC,True,POST-8,UR,GE,UR
1109768,220,"GE,WE","GE,WE",True,POST-6,UR,"GE, WE",UR
1105453,221,BC,OBC,True,POST-8,UR,GE,UR
1109532,222,"GE,WE","GE,WE",True,POST-7,UR,"GE, WE",UR
1103804,223,"GE,WE,RG","GE,WE,RG",True,POST-8,UR,GE,UR
1101604,224,GE,GE,True,POST-9,UR,GE,UR
1109193,225,"BC,DC,ME","OBC,DC,ME",True,POST-8,OBC,GE,Vertical
1109180,226,EWS,EWS,True,POST-3,EWS,GE,Vertical
1107553,227,BC,OBC,True,POST-8,OBC,GE,Vertical
1101935,228,"SC,WE","SC,WE",True,POST-1,SC,GE,Vertical
1101486,229,"BC,WE","OBC,WE",True,POST-4,OBC,"GE, WE",Vertical
1104463,230,BC,OBC,True,POST-8,OBC,GE,Vertical
1101471,231,"BC,NG","OBC,NG",True,POST-9,UR,GE,UR
1109251,232,SC,SC,True,POST-1,SC,GE,Vertical
1104643,233,"BC,WE","OBC,WE",True,POST-6,OBC,"GE, WE",Vertical
1107453,234,GE,GE,True,POST-9,UR,GE,UR
1101007,235,GE,GE,True,POST-9,UR,GE,UR
1116133,236,BC,OBC,True,POST-9,UR,GE,UR
1103653,237,ST,ST,True,POST-2,ST,GE,Vertical
1100882,238,BC,OBC,True,POST-9,UR,GE,UR
1102556,239,GE,GE,True,POST-9,UR,GE,UR
1113326,240,"BC,WE,RG","OBC,WE,RG",True,POST-8,UR,"GE, WE",UR
1112912,241,"EWS,WE,RG","EWS,WE,RG",True,POST-3,EWS,GE,Vertical
1100833,242,"BC,WE,ME,RG","OBC,WE,ME,RG",True,POST-8,OBC,"GE, WE",Vertical
1118062,243,EWS,EWS,True,POST-3,EWS,GE,Vertical
1108145,244,"GE,EX","GE,EX",True,POST-3,UR,EX,UR
1106657,245,"BC,WE,ME","OBC,WE,ME",True,POST-9,UR,GE,UR
1114685,246,BC,OBC,True,POST-9,UR,GE,UR
1103485,247,BC,OBC,True,POST-9,UR,GE,UR
1101732,248,BC,OBC,True,POST-9,UR,GE,UR
1107197,249,"EWS,WE,NG,RG","EWS,WE,NG,RG",True,POST-3,EWS,GE,Vertical
1108271,250,"BC,WE,RG","OBC,WE,RG",True,POST-9,UR,GE,UR
1117860,251,"BC,TSP-UR","OBC,TSP-UR",True,POST-9,UR,GE,UR
1107652,252,"BC,WE","OBC,WE",True,POST-9,UR,GE,UR
1116666,253,"GE,WE","GE,WE",True,POST-9,UR,GE,UR
1102246,254,"BC,NG,RG","OBC,NG,RG",True,POST-9,OBC,GE,Vertical
1101121,255,SC,SC,True,POST-1,SC,GE,Vertical
1116176,256,BC,OBC,True,POST-9,OBC,GE,Vertical
1106423,257,ST,ST,True,POST-2,ST,GE,Vertical
1116689,258,BC,OBC,True,POST-9,OBC,GE,Vertical
1110697,259,"BC,WE","OBC,WE",True,POST-9,UR,"GE, WE",UR
1119523,260,GE,GE,True,POST-10,UR,GE,UR
1106420,261,"EWS,WE","EWS,WE",True,POST-3,EWS,"GE, WE",Vertical
1103950,262,"GE,WE","GE,WE",True,POST-9,UR,"GE, WE",UR
1100712,263,GE,GE,True,POST-11,UR,GE,UR
1108256,264,BC,OBC,True,POST-9,OBC,GE,Vertical
1110861,265,"BC,WE","OBC,WE",True,POST-9,UR,"GE, WE",UR
1108748,266,"GE,RG","GE,RG",True,POST-12,UR,GE,UR
1117212,267,"BC,WE,NG,RG,TSP-UR","OBC,WE,NG,RG,TSP-UR",True,POST-9,UR,"GE, WE",UR
1100625,268,"BC,RG","OBC,RG",True,POST-9,OBC,GE,Vertical
1101870,269,"BC,WE,RG","OBC,WE,RG",True,POST-9,UR,"GE, WE",UR
1100510,270,GE,GE,True,POST-12,UR,GE,UR
1119922,271,"BC,WE,RG","OBC,WE,RG",True,POST-9,OBC,GE,Vertical
1105961,272,"GE,WE,RG","GE,WE,RG",True,POST-12,UR,GE,UR
1103062,273,"GE,WE","GE,WE",True,POST-12,UR,GE,UR
1111150,274,"BC,RG","OBC,RG",True,POST-9,OBC,GE,Vertical
1114932,275,EWS,EWS,True,POST-4,EWS,GE,Vertical
1103297,276,GE,GE,True,POST-12,UR,GE,UR
1111368,277,"BC,NG,RG","OBC,NG,RG",True,POST-9,OBC,GE,Vertical
1114889,278,"BC,ME,RG","OBC,ME,RG",True,POST-11,OBC,GE,Vertical
1110764,279,"GE,NG,RG","GE,NG,RG",True,POST-12,UR,GE,UR
1120041,280,"BC,RG,TSP-UR","OBC,RG,TSP-UR",True,POST-11,OBC,GE,Vertical
1116849,281,BC,OBC,True,POST-11,OBC,GE,Vertical
1118072,282,"BC,WE","OBC,WE",True,POST-9,OBC,"GE, WE",Vertical
1106617,283,EWS,EWS,True,POST-4,EWS,GE,Vertical
1101706,284,BC,OBC,True,POST-11,OBC,GE,Vertical
1109489,285,"BC,RG","OBC,RG",True,POST-12,UR,GE,UR
1101571,286,SC,SC,True,POST-1,SC,GE,Vertical
1100838,287,"GE,RG","GE,RG",True,POST-12,UR,GE,UR
1119761,288,BC,OBC,True,POST-12,UR,GE,UR
1108351,289,BC,OBC,True,POST-12,UR,GE,UR
1113290,290,BC,OBC,True,POST-12,UR,GE,UR
1102431,291,"BC,ME,NG","OBC,ME,NG",True,POST-12,UR,GE,UR
1106608,292,"BC,NG,RG","OBC,NG,RG",True,POST-12,UR,GE,UR
1100856,293,BC,OBC,True,POST-12,UR,GE,UR
1105042,294,"EWS,RG","EWS,RG",True,POST-4,EWS,GE,Vertical
1118316,295,BC,OBC,True,POST-12,UR,GE,UR
1109391,296,"ST,WE,ME,RG","ST,WE,ME,RG",True,POST-1,ST,"GE, WE",Vertical
1110041,297,BC,OBC,True,POST-12,UR,GE,UR
1109195,298,EWS,EWS,True,POST-7,EWS,GE,Vertical
1109957,299,BC,OBC,True,POST-12,OBC,GE,Vertical
1105730,300,BC,OBC,True,POST-12,OBC,GE,Vertical
1101937,301,"EWS,WE","EWS,WE",True,POST-3,EWS,"GE, WE",Vertical
1106454,302,EWS,EWS,True,POST-8,EWS,GE,Vertical
1105254,303,EWS,EWS,True,POST-9,EWS,GE,Vertical
1103130,304,"BC,ME,RG","OBC,ME,RG",True,POST-12,OBC,GE,Vertical
1103307,305,"BC,WE","OBC,WE",True,POST-9,OBC,"GE, WE",Vertical
1100313,306,ST,ST,True,POST-2,ST,GE,Vertical
1106572,307,"ST,WE,RG","ST,WE,RG",True,POST-1,ST,"GE, WE",Vertical
1104104,308,"EWS,WE,RG","EWS,WE,RG",True,POST-3,EWS,"GE, WE",Vertical
1105039,309,BC,OBC,True,POST-12,OBC,GE,Vertical
1110139,310,BC,OBC,True,POST-12,OBC,GE,Vertical
1105719,311,"BC,WE,RG","OBC,WE,RG",True,POST-11,OBC,"GE, WE",Vertical
1105862,312,"BC,RG","OBC,RG",True,POST-12,OBC,GE,Vertical
1105265,313,SC,SC,True,POST-2,SC,GE,Vertical
1103767,314,"BC,WE","OBC,WE",True,POST-12,UR,"GE, WE",UR
1104589,315,"SC,WE","SC,WE",True,POST-1,SC,"GE, WE",Vertical
1120236,316,"GE,WE,TSP-UR","GE,WE,TSP-UR",True,POST-12,UR,"GE, WE",UR
1105658,317,BC,OBC,True,POST-12,OBC,GE,Vertical
1106981,318,"ST,RG","ST,RG",True,POST-2,ST,GE,Vertical
1101058,319,EWS,EWS,True,POST-9,EWS,GE,Vertical
1109122,320,"BC,WE","OBC,WE",True,POST-12,UR,"GE, WE",UR
1105746,321,"GE,SP","GE,SP",True,POST-13,UR,GE,UR
1109438,322,"BC,WE","OBC,WE",True,POST-12,UR,"GE, WE",UR
1112783,323,"MB,RG","MBC,RG",True,POST-3,MBC,GE,Vertical
1102422,324,BC,OBC,True,POST-12,OBC,GE,Vertical
1103880,325,"BC,WE,ME,RG","OBC,WE,ME,RG",True,POST-12,OBC,"GE, WE",Vertical
1103601,326,BC,OBC,True,POST-13,UR,GE,UR
1101229,327,BC,OBC,True,POST-13,UR,GE,UR
1101530,328,"BC,RG","OBC,RG",True,POST-13,UR,GE,UR
1115288,329,BC,OBC,True,POST-13,UR,GE,UR
1101318,330,"ST,WE","ST,WE",True,POST-2,ST,GE,Vertical
1115975,331,BC,OBC,True,POST-13,OBC,GE,Vertical
1100060,332,EWS,EWS,True,POST-9,EWS,GE,Vertical
1106569,333,EWS,EWS,True,POST-9,EWS,GE,Vertical
1114961,334,"GE,NG,RG","GE,NG,RG",True,POST-14,UR,GE,UR
1113391,335,"BC,WE","OBC,WE",True,POST-12,OBC,"GE, WE",Vertical
1103281,336,BC,OBC,True,POST-14,OBC,GE,Vertical
1102158,337,"BC,WE","OBC,WE",True,POST-13,UR,"GE, WE",UR
1102004,338,MB,MBC,True,POST-3,MBC,GE,Vertical
1100685,339,BC,OBC,True,POST-15,UR,GE,UR
1108762,340,EWS,EWS,True,POST-11,EWS,GE,Vertical
1115001,341,"GE,NG,RG","GE,NG,RG",True,POST-15,UR,GE,UR
1105106,342,SC,SC,True,POST-2,SC,GE,Vertical
1113912,343,BC,OBC,True,POST-16,UR,GE,UR
1115371,344,BC,OBC,True,POST-17,UR,GE,UR
1100350,345,BC,OBC,True,POST-17,UR,GE,UR
1105320,346,GE,GE,True,POST-17,UR,GE,UR
1117659,347,BC,OBC,True,POST-17,UR,GE,UR
1115093,348,BC,OBC,True,POST-17,UR,GE,UR
1100664,349,BC,OBC,True,POST-17,UR,GE,UR
1101347,350,"BC,WE","OBC,WE",True,POST-13,UR,"GE, WE",UR
1113538,351,"MB,WE","MBC,WE",True,POST-2,MBC,"GE, WE",Vertical
1111270,352,GE,GE,True,POST-17,UR,GE,UR
1110331,353,BC,OBC,True,POST-17,UR,GE,UR
1108125,354,GE,GE,True,POST-17,UR,GE,UR
1111156,355,BC,OBC,True,POST-17,UR,GE,UR
1103965,356,"EWS,WE","EWS,WE",True,POST-4,EWS,"GE, WE",Vertical
1112439,357,"EWS,WE,ME","EWS,WE,ME",True,POST-4,EWS,"GE, WE",Vertical
1100427,358,BC,OBC,True,POST-17,UR,GE,UR
1118293,359,BC,OBC,True,POST-17,UR,GE,UR
1101726,360,BC,OBC,True,POST-17,UR,GE,UR
1101464,361,BC,OBC,True,POST-17,UR,GE,UR
1101507,362,BC,OBC,True,POST-17,UR,GE,UR
1100861,363,BC,OBC,True,POST-17,UR,GE,UR
1104075,364,"BC,WE","OBC,WE",True,POST-13,OBC,"GE, WE",Vertical
1114721,365,"BC,NG,RG","OBC,NG,RG",True,POST-17,UR,GE,UR
1106590,366,BC,OBC,True,POST-17,UR,GE,UR
1102024,367,GE,GE,True,POST-17,UR,GE,UR
1113608,368,"MB,ME,RG","MBC,ME,RG",True,POST-4,MBC,GE,Vertical
1100212,369,"BC,NG,RG","OBC,NG,RG",True,POST-17,UR,GE,UR
1101593,370,"BC,ME,NG,RG","OBC,ME,NG,RG",True,POST-17,UR,GE,UR
1101145,371,"BC,RG","OBC,RG",True,POST-17,UR,GE,UR
1103815,372,EWS,EWS,True,POST-12,EWS,GE,Vertical
1100485,373,"BC,NG,RG","OBC,NG,RG",True,POST-17,UR,GE,UR
1100084,374,"BC,WE","OBC,WE",True,POST-17,UR,GE,UR
1116723,375,BC,OBC,True,POST-17,UR,GE,UR
1110064,376,"BC,WE","OBC,WE",True,POST-17,UR,GE,UR
1109642,377,GE,GE,True,POST-17,UR,GE,UR
1101930,378,BC,OBC,True,POST-17,UR,GE,UR
1100308,379,BC,OBC,True,POST-17,UR,GE,UR
1109685,380,BC,OBC,True,POST-17,UR,GE,UR
1101183,381,MB,MBC,True,POST-4,MBC,GE,Vertical
1101169,382,ST,ST,True,POST-3,ST,GE,Vertical
1115979,383,BC,OBC,True,POST-17,UR,GE,UR
1119136,384,"ST,WE,ME,NG,RG","ST,WE,ME,NG,RG",True,POST-2,ST,"GE, WE",Vertical
1117182,385,EWS,EWS,True,POST-12,EWS,GE,Vertical
1113257,386,GE,GE,True,POST-17,UR,GE,UR
